epoch,lossD,lossG,D_x,D_G_z1,D_G_z2
1,0.3491188883781433,5.85198450088501,0.8366127014160156,0.047683823853731155,0.007916770875453949
2,0.2501322627067566,5.69280481338501,0.9370182752609253,0.016391441226005554,0.007746943272650242
3,0.434723436832428,8.686773300170898,0.7180293202400208,0.0024407263845205307,0.001166105386801064
4,0.4644152522087097,4.218237400054932,0.7055551409721375,0.024917718023061752,0.02518310770392418
5,0.5102424621582031,6.205954551696777,0.6498878598213196,0.012800066731870174,0.005434979684650898
6,0.7501295208930969,3.2719664573669434,0.5859400629997253,0.11683732271194458,0.06131680682301521
7,1.5084996223449707,1.317899227142334,0.3106345236301422,0.0888226106762886,0.3211895823478699
8,0.786585807800293,2.891327381134033,0.5990114212036133,0.16547925770282745,0.07582531869411469
9,1.1177488565444946,4.756152153015137,0.835597813129425,0.47859954833984375,0.021079588681459427
10,1.0634092092514038,3.457533597946167,0.7663580775260925,0.46164628863334656,0.05425469949841499
11,1.2151844501495361,1.5306034088134766,0.35402151942253113,0.09195560216903687,0.2887052595615387
12,1.101777195930481,1.2776495218276978,0.435743510723114,0.16304069757461548,0.3150128722190857
13,1.003514289855957,1.2135227918624878,0.5678128600120544,0.29193738102912903,0.333976149559021
14,1.6519688367843628,0.6072263121604919,0.25994881987571716,0.1527271568775177,0.5840198993682861
15,1.1928551197052002,0.9543195366859436,0.46664485335350037,0.2644798159599304,0.4367787539958954
16,1.2086033821105957,0.9366239309310913,0.4719148278236389,0.2874651849269867,0.4377906024456024
17,1.247180461883545,0.6201671361923218,0.41561388969421387,0.24273048341274261,0.5702175498008728
18,1.4498504400253296,1.2416001558303833,0.3964993357658386,0.32950669527053833,0.32700014114379883
19,1.4599064588546753,0.544014036655426,0.3134273588657379,0.12051093578338623,0.6347424387931824
20,2.2241039276123047,0.844452977180481,0.16041609644889832,0.054902084171772,0.518265962600708
21,1.5768104791641235,1.1760605573654175,0.39543911814689636,0.21586908400058746,0.48611652851104736
22,0.9235228300094604,1.8057440519332886,0.6078526377677917,0.2792949080467224,0.1941009908914566
23,0.9680061340332031,1.9012354612350464,0.5645785331726074,0.25555384159088135,0.19993197917938232
24,1.0805554389953613,1.2300310134887695,0.5213810801506042,0.2650476098060608,0.36672350764274597
25,0.8158897161483765,2.1734254360198975,0.6659986972808838,0.24947255849838257,0.15572695434093475
26,0.782819390296936,2.503976345062256,0.7374767065048218,0.2789202928543091,0.10868602246046066
27,2.117654800415039,0.5890778303146362,0.17543473839759827,0.07430264353752136,0.6067296862602234
28,0.9709523916244507,2.02827525138855,0.5134502649307251,0.14764836430549622,0.18024668097496033
29,2.0659139156341553,0.39007899165153503,0.19786293804645538,0.07253398001194,0.7246143221855164
30,1.5130014419555664,0.6495115160942078,0.2779432535171509,0.07441742718219757,0.5876657962799072
31,1.0269534587860107,1.5585827827453613,0.4363076090812683,0.09784239530563354,0.29175156354904175
32,1.3662697076797485,0.6022381782531738,0.3181349039077759,0.05969817936420441,0.579968273639679
33,0.9259947538375854,2.5690758228302,0.6892462968826294,0.3009202480316162,0.11260785907506943
34,0.9885316491127014,1.0564137697219849,0.4703849256038666,0.0948064774274826,0.4276100993156433
35,1.3115886449813843,0.6450508236885071,0.37415361404418945,0.1311495304107666,0.598118007183075
36,0.9858390092849731,1.642025351524353,0.4849291443824768,0.05251149833202362,0.30222222208976746
37,0.7005144357681274,3.4624390602111816,0.7616363167762756,0.20760290324687958,0.0694575309753418
38,0.49674057960510254,1.7582011222839355,0.7134948372840881,0.05658690631389618,0.25554442405700684
39,0.8732069730758667,1.9126546382904053,0.5425503849983215,0.10272117704153061,0.27116698026657104
40,1.6227301359176636,1.145066738128662,0.2514488995075226,0.040439099073410034,0.4166020452976227
41,1.3076822757720947,0.8786869049072266,0.3306252658367157,0.02310613915324211,0.5074218511581421
42,0.8667212724685669,1.3495440483093262,0.5396151542663574,0.08540351688861847,0.40241628885269165
43,0.6039681434631348,3.6029367446899414,0.6396026611328125,0.015036722645163536,0.050217412412166595
44,1.514905333518982,0.40949106216430664,0.2844882011413574,0.048039183020591736,0.7462327480316162
45,1.403164267539978,1.0094798803329468,0.3244466781616211,0.03603879734873772,0.44610595703125
46,1.6172478199005127,0.7658811807632446,0.2464093714952469,0.009700270369648933,0.5407780408859253
47,0.957050621509552,1.6743088960647583,0.4716220498085022,0.04883769527077675,0.26310864090919495
48,0.9015756845474243,1.3224343061447144,0.48401299118995667,0.04357398673892021,0.355003297328949
49,1.3598625659942627,0.6144636869430542,0.31665870547294617,0.032537125051021576,0.6187164187431335
50,0.7765487432479858,2.3383092880249023,0.5666600465774536,0.07520031183958054,0.17729172110557556
51,1.452937364578247,0.6102089881896973,0.3190630376338959,0.03250398114323616,0.6062703728675842
52,0.6539536118507385,2.2654850482940674,0.629382312297821,0.05299203470349312,0.16904038190841675
53,0.9039418697357178,2.268085479736328,0.49595874547958374,0.05660229176282883,0.15000781416893005
54,1.7522717714309692,0.6295779347419739,0.24758397042751312,0.09482850134372711,0.6402395963668823
55,1.1232316493988037,1.095454216003418,0.41658955812454224,0.07739932835102081,0.40087777376174927
56,1.7003737688064575,0.6013247966766357,0.2658728063106537,0.033976104110479355,0.6337454915046692
57,1.542493224143982,1.357075572013855,0.30624380707740784,0.02341727539896965,0.35767725110054016
58,1.0471104383468628,1.563053011894226,0.40374553203582764,0.025800544768571854,0.31542840600013733
59,1.431188941001892,0.8397388458251953,0.3286198079586029,0.06308939307928085,0.5615791082382202
60,2.332691192626953,0.9501491785049438,0.15634223818778992,0.014148632064461708,0.44530534744262695
61,1.7664874792099,1.0777945518493652,0.27001604437828064,0.029015081003308296,0.4336211383342743
62,1.2298747301101685,0.9771912693977356,0.3604011833667755,0.029442550614476204,0.47039422392845154
63,1.4375832080841064,1.0522058010101318,0.31993260979652405,0.057270605117082596,0.480232834815979
64,1.6584603786468506,2.125967502593994,0.3384197950363159,0.0202912800014019,0.22237560153007507
65,0.5914400815963745,2.494997501373291,0.642748236656189,0.05120515450835228,0.12312553077936172
66,1.289044737815857,1.1088370084762573,0.37469029426574707,0.028522856533527374,0.44628676772117615
67,0.6024208068847656,2.774338483810425,0.6438933610916138,0.062244705855846405,0.11584144085645676
68,1.4516081809997559,0.5093547701835632,0.3108227849006653,0.02687557227909565,0.6775153875350952
69,2.204314947128296,1.3478049039840698,0.1800287514925003,0.027800291776657104,0.4247378706932068
70,1.0262538194656372,1.090909719467163,0.44336697459220886,0.05057159438729286,0.4715180993080139
71,1.1093744039535522,1.4116089344024658,0.43261122703552246,0.02907860279083252,0.3909836709499359
72,0.6074635982513428,2.290786027908325,0.6771755814552307,0.09363261610269547,0.163153737783432
73,0.6579571962356567,4.2817912101745605,0.6893263459205627,0.0755743533372879,0.02863258309662342
74,2.8769514560699463,0.5365484952926636,0.11604682356119156,0.008973869495093822,0.6491073966026306
75,3.1184542179107666,0.5086172819137573,0.07747352123260498,0.011435613967478275,0.6471948623657227
76,2.8214809894561768,0.42070871591567993,0.10130663216114044,0.01440923847258091,0.6909655332565308
77,2.3941078186035156,0.44155555963516235,0.14382411539554596,0.02776322513818741,0.6805734038352966
78,0.7080681324005127,1.6998475790023804,0.5890734791755676,0.0583653561770916,0.2759449779987335
79,0.4904591143131256,2.438762664794922,0.7018066048622131,0.045467622578144073,0.12576806545257568
80,1.4385229349136353,0.6449858546257019,0.2903527617454529,0.014214367605745792,0.5871520042419434
81,1.434591293334961,0.8111647963523865,0.3082042932510376,0.022572895511984825,0.5587638020515442
82,2.5566205978393555,0.42656242847442627,0.1323658525943756,0.023795969784259796,0.7107405066490173
83,0.6858525276184082,2.2429614067077637,0.589495062828064,0.027598021551966667,0.27000555396080017
84,1.8355674743652344,0.6840901970863342,0.24859778583049774,0.029186272993683815,0.6214375495910645
85,0.8673721551895142,2.5947415828704834,0.5174217820167542,0.05695146322250366,0.12261894345283508
86,3.006772756576538,1.027746319770813,0.11826985329389572,0.010133336298167706,0.4665963649749756
87,0.831455647945404,2.0748398303985596,0.5645583271980286,0.07165130227804184,0.20473212003707886
88,2.1108691692352295,0.7871944904327393,0.15040412545204163,0.012964298948645592,0.5273840427398682
89,2.138096570968628,1.2054234743118286,0.21939001977443695,0.028266090899705887,0.4127466678619385
90,1.1791095733642578,1.8350414037704468,0.41053134202957153,0.040571726858615875,0.22108842432498932
91,1.023983359336853,1.3464016914367676,0.43220195174217224,0.028579702600836754,0.350233256816864
92,2.2411954402923584,0.46689724922180176,0.17624343931674957,0.08003176748752594,0.6732773184776306
93,1.3521745204925537,1.1108827590942383,0.3045445382595062,0.025228291749954224,0.4398738741874695
94,2.313411235809326,0.6584607362747192,0.1445707082748413,0.021546311676502228,0.5891838669776917
95,1.5975923538208008,0.7515138387680054,0.27439606189727783,0.020534517243504524,0.6460139155387878
96,1.536095142364502,0.6267296671867371,0.2880568504333496,0.048668719828128815,0.6095963716506958
97,1.3644688129425049,1.1240965127944946,0.3565205931663513,0.018873650580644608,0.43947285413742065
98,1.2782350778579712,0.9168595671653748,0.36486735939979553,0.03487445414066315,0.5388433933258057
99,2.0912537574768066,0.6821683645248413,0.16921871900558472,0.008569344878196716,0.6013739109039307
100,0.6974469423294067,2.051011085510254,0.5841342806816101,0.028911931440234184,0.17907947301864624
